post_id,title,link,company,salary,date,description
205,Software Engineer Intern,https://sg.indeed.com/rc/clk?jk=9f97df070dd41aea&fccid=b1430214e9a8ebbd&vjs=3,Hypotenuse Ai,,10 days ago,"As a software engineer intern in Hypotenuse, your role will span across the full platform, touching on frontend, backend, DevOps and gaining exposure to machine…"
206,Pega HTD (Fresher),https://sg.indeed.com/rc/clk?jk=33e28d3ca8b45481&fccid=302b94992cc8307e&vjs=3,Avensys,,5 days ago,Shortlisted candidates would be sent for 4-6 weeks exclusive training in java technology.Basics knowledge of Java would be advantageous.
207,Sr Machine Vision Software Engineer,https://sg.indeed.com/rc/clk?jk=5451ce1412352bee&fccid=eb193642f8c64a12&vjs=3,Seagate Technology,,1 days ago,Integrating commercially available machine vision packages and APIs to equipment control software.Perform Machine vision software development & design for…
208,Information Technology (IT) Director,https://sg.indeed.com/rc/clk?jk=b2dc9989e4ddee53&fccid=435faec4d65a1485&vjs=3,Kacific,,11 days ago,"If you hold at least degree in Electronics/Telecommunication/IT/Computer Engineering or related, have at least 10 years of experience in the communications/IT…"
209,IT Executive,https://sg.indeed.com/rc/clk?jk=e8d32594b24ec7a6&fccid=bcbba984fec63461&vjs=3,ENGIE SERVICES SINGAPORE PTE. LTD.,$2500 - $4600,3 days ago,Provide IT support and administration to end-user in the responsible entity or office.Manage and coordinate with local IT contractors to ensure service level…
210,IT Infrastructure Project Manager,https://sg.indeed.com/rc/clk?jk=7a1a056493136c0c&fccid=92f23b151a70ef48&vjs=3,フィデル・コンサルティング株式会社,,3 days ago,"Employment Type : Contractor, Temporary, Part Time.IT Infrastructure Project Manager responsible for management and delivery of various infrastructure projects…"
211,Onsite Engineer / IT care Engineer - Changi Singapore,https://sg.indeed.com/company/Opus-IT-Services-Pte-Ltd/jobs/Onsite-Engineer-755a44c8c33eef8e?fccid=a73fcf870cf3e5cd&vjs=3,Opus IT Services Pte Ltd,$2200 - $2500,9 days ago,"Provide technical assistance and IT support for incoming queries and incidents related to the use of IT, AV and telephony services."
212,IT SUPPORT,https://sg.indeed.com/rc/clk?jk=bf50d4c0b1852e69&fccid=5783c8e0c27f1b7f&vjs=3,AE COMPUTER SYSTEMS PTE LTD,$3000 - $5000,7 days ago,The ideal candidate must be keen to learn and grow in a fast-paced environment.The ideal candidate must be able to lead a team with IT knowledge across…
213,IT Risk and Information Security Officer,https://sg.indeed.com/rc/clk?jk=480d4f6a5c231908&fccid=09f378e550dc5113&vjs=3,Fullerton Fund Management Company,,10 days ago,"This role will help drive the day to day program, enhance the existing IT security and risk framework, review and improve IT policies and procedure, conduct…"
214,Junior IT Business Analyst (MNC),https://sg.indeed.com/rc/clk?jk=88adec513b9da14a&fccid=5c0aa8f567926849&vjs=3,P'NNACLE PTE. LTD.,$3000 - $4000,4 days ago,Project follow up and scheduling.Using development tools to write and test code to develop these solutions.Writing documentation and operating manuals.
215,IT Internship,https://sg.indeed.com/company/Bioquest-Advisory-Pte.-Ltd./jobs/IT-Internship-976b72a323fc267d?fccid=e9ed9378e31beeeb&vjs=3,Bioquest Advisory Pte. Ltd.,$1030 - $1030,4 days ago,"You would gain hands on experience system development, testing, system documentation, deployment and support.Enthusiastic learner with good command of English …"
216,IT Developer,https://sg.indeed.com/rc/clk?jk=f8d36dfb99e7d786&fccid=d8a366914fb955f5&vjs=3,Smartrx Pte Ltd,,1 days ago,"Part-timers & Freelancers are welcomed to apply this Full time position.We’re looking for a Full-Stack Developer to build new features, improve on the current…"
217,Business IT Analyst,https://sg.indeed.com/company/LF-Logistics-Services-Pte-Ltd/jobs/Business-IT-Analyst-f09bf0530bc64c00?fccid=8124aa97c03fe847&vjs=3,LF Logistics Services Pte Ltd,$3500 - $5500,12 days ago,"Responsible to gather operations requirements, and relating and working closely with Warehouse Management System (WMS) team for solutions."
218,"Trainee, Information Technology (ETL & IT Developer) #SGUnit...",https://sg.indeed.com/rc/clk?jk=3934890f9a7fcba5&fccid=04bc1b5034b724f2&vjs=3,HL BANK,$2100 - $2100,2 days ago,"This position reports to the Senior Manager, IT Application Support & Software Development, to design data storage systems, work to fill them with data and…"
219,Operations Assistant (IT),https://sg.indeed.com/rc/clk?jk=a1e37e463b982e7a&fccid=9dd2beecdedd229f&vjs=3,UNCHARTED PARTNERS PTE. LTD.,$1500 - $2600,6 days ago,Channels and insurance parties come together seamlessly across all geographies.2-4 years of working experience in a similar role.Assist in OPEX cost accruals.
220,IT Officer (Technical Support),https://sg.indeed.com/rc/clk?jk=cc4002b40361c354&fccid=d18e97e6c455b98b&vjs=3,UOB KAY HIAN PRIVATE LIMITED,$2000 - $4000,5 days ago,"To man the IT helpdesk as Level 1 support.To provide Level 2 technical support for Windows, in-house applications, Lotus Notes, vendor applications, cloning,…"
221,Network Support Engineer,https://sg.indeed.com/rc/clk?jk=61fc011e83c6b487&fccid=a3f737e511d9fc8c&vjs=3,Visa,,13 days ago,The Infrastructure Reliability Engineering - Network Services team provides 2nd level support to manage the day to day operations for Visa Inc’s network.
222,APAC CRO IT – Java Full Stack Developer,https://sg.indeed.com/rc/clk?jk=e39072d701f47bed&fccid=e127f4594cdf24f4&vjs=3,Credit Suisse,,6 days ago,"A highly collaborative and solution oriented culture, Agile and DevOps centric distributed team, with key focus on efficiency, reliability and innovation."
223,IT cum Admin,https://sg.indeed.com/rc/clk?jk=b9c884cc493d0f14&fccid=3fb836a20a966bb0&vjs=3,BESPOKE SOLUTION TRAINING CONSULTANCY PTE. LTD.,$2200 - $2500,12 days ago,"Performing basic troubleshooting and debugging procedures to optimize computer systems.(Wifi connection, printer connection, software issue)."
224,IT Intern,https://sg.indeed.com/company/Big-3-Media/jobs/IT-Intern-4fb6399da289b82c?fccid=d629102119d5fead&vjs=3,Big 3 Media,,13 days ago,Provide IT Support to office operations.IT troubleshoot and respond to IT queries.Perform software configuration on stand-alone computers and laptops.
225,IT Security Operations Officer,https://sg.indeed.com/company/Asia-Itech-Pte-Ltd/jobs/IT-Security-Operation-Officer-6d29ac00360e2244?fccid=1f8bda4ae264ba27&vjs=3,Asia Itech Pte Ltd,$2200 - $4000,6 days ago,Monitor the organization's IT system to look for threats and suspicious activities.Recognize problems by identifying abnormalities; reporting violations.
226,IT Executive,https://sg.indeed.com/rc/clk?jk=51a9808a77ad5412&fccid=1e48457a9961ca1f&vjs=3,GO AHEAD SINGAPORE PTE. LTD.,$3000 - $4000,4 days ago,"Provide first and second line support for all user service requests and incident alerts.This includes new account set-up, password modification, and all…"
227,IT Executive,https://sg.indeed.com/rc/clk?jk=99f21c4a95699d4f&fccid=c1db5e627d2045bd&vjs=3,FEARLESS LEGENDS PTE. LTD.,$2500 - $4500,4 days ago,"Ensuring the operational health, security, and compliance of the Microsoft 365 suite.Administration, support, and configuration of M365 suite for staff."
228,"Incident Manager / IT / Up to SGD 8,400!",https://sg.indeed.com/rc/clk?jk=0af5204cc609025e&fccid=43400e353fc45030&vjs=3,INTEGRITY PARTNERS PTE. LTD.,$7000 - $8400,6 days ago,Major incident triaging and communication to stakeholders.Guide the Operate teams on the Incident management process.
229,IT Business Analyst,https://sg.indeed.com/rc/clk?jk=c6e38a069082f5d4&fccid=837125b610c2e074&vjs=3,STAIZEN PTE. LTD.,$7000 - $9500,9 days ago,"Assist to prepare and manage project ceremonies, brainstorming and training sessions.Liaise with business user to collect and describe in detail the user…"
230,IT SYSTEMS ADMINISTRATOR,https://sg.indeed.com/rc/clk?jk=e88018609031261e&fccid=a5eb27abd6d7f29c&vjs=3,MUBEST PTE. LTD.,$2600 - $3500,12 days ago,"Serves as a technical expert in the area of system administration for complex operating systems.Helps develop, document, communicate, and enforce a network…"
231,Assistant IT Engineer,https://sg.indeed.com/rc/clk?jk=d9a575cd9471c7e6&fccid=678bc95fdb5c710e&vjs=3,ELTOV SINGAPORE PTE. LTD.,$2500 - $3500,12 days ago,"Minimum ITE/Higher Nitec/Diploma in Information Technology, fresh-grad welcome.Work in Advertising/Digital Signage/Directory kiosk environment before will be a…"
232,Senior IT Executive (2-year contract),https://sg.indeed.com/rc/clk?jk=c4877cf01daab1a1&fccid=e1db46a3e0f91cf9&vjs=3,Rainbow Centre,,1 days ago,"Work type: Contract, Permanent (Full-time).Rainbow Centre is looking for a Senior IT Executive to support the initiatives which serve to upkeep service…"
233,Technical Support Engineer,https://sg.indeed.com/company/Helios-Systems-Pte.-Ltd./jobs/Technical-Support-Engineer-fbfbb8dff832905c?fccid=dddc9dd1ffdaebca&vjs=3,Helios Systems Pte. Ltd.,$2500 - $3200,6 days ago,Provide IT technical remote support by answering support queries through phone & using Remedy ticketing system.Min 1 year relevant experience.
234,IT Project Intermediary Manager,https://sg.indeed.com/rc/clk?jk=a42b4de61e3d5fbd&fccid=5bcd1ef0a7f4fb99&vjs=3,Citi,,1 days ago,"Recognized technical authority for an area within the business.Developed communication and diplomacy skills are required in order to guide, influence and…"
235,IT Supply Chain Systems Business Partner - SEA,https://sg.indeed.com/rc/clk?jk=ee2996da28c85ee5&fccid=edae4285faf6c2f0&vjs=3,BOEING,,9 days ago,"This position will focus on IT&DA Supply Chain Business Partner responsibilities, the role will be responsible for the provisioning of business focused IT…"
236,IT Executive,https://sg.indeed.com/rc/clk?jk=9002792413fe8757&fccid=feaf14be12bf014a&vjs=3,FROSTS FOOD & BEVERAGE (PTE.) LTD.,$3000 - $4500,12 days ago,Part of a team responsible for the smooth functioning of IT Systems / Applications / Company Websites and general coordination with vendors.
237,IT Quality Checker/Packer,https://sg.indeed.com/rc/clk?jk=28944881afce9af3&fccid=7cd5c9e2a96fa9b3&vjs=3,JK TECHNOLOGY PTE LTD,$8 - $9,3 days ago,Quality check on IT peripherals at customer site.Checking and packing of returned equipment before sending back to main office.
238,IT Coordinator,https://sg.indeed.com/company/HUPER-HOLDINGS-PTE.-LTD./jobs/IT-Coordinator-d3c7e7b859a85a30?fccid=d435e0d6b3d6ab7e&vjs=3,HUPER HOLDINGS PTE. LTD.,$3500 - $3500,11 days ago,Provide support and troubleshooting of hardware and software problems.Involved in the company new system implementations as well as provide user training.
239,Network Engineer (CCNA) (Up to 5.5K) (IT MNC),https://sg.indeed.com/rc/clk?jk=4b084cc18db13ebc&fccid=843a6141a260db77&vjs=3,SEARCH INDEX PTE. LTD.,$4000 - $5500,7 days ago,Provide pre-sales and after-sales technical support and consultation to the distributors / partners / customers in Southeast Asia region.
240,IT Project Manager,https://sg.indeed.com/rc/clk?jk=bebea2967b9e38d1&fccid=4b841d912d46e4fd&vjs=3,Luxoft,,3 days ago,"It is the location for co-located software development which spans across multiple areas of the bank focusing on faster time to market and agile methodology,…"
241,IT Officer,https://sg.indeed.com/rc/clk?jk=57747a3387c78b93&fccid=c091ca2a32df8df1&vjs=3,AEON SEARCH CONSULTING PTE. LTD.,$4000 - $5500,12 days ago,Monitoring network performance to determine if adjustments need to be made.Replacing faulty hardware components when necessary.
242,IT Systems Manager,https://sg.indeed.com/rc/clk?jk=59d81803ab5eb96b&fccid=9a591ae6455f6e44&vjs=3,WAY PACIFIC PTE. LTD.,$6000 - $9000,10 days ago,"Hiring and training IT professionals, such as support specialists, network engineers, IT analysts and technicians, to work as members of the IT department."
243,Helpdesk Support Analyst,https://sg.indeed.com/rc/clk?jk=a0b001f1fef07f95&fccid=11619ce0d3c2c733&vjs=3,Northrop Grumman Sperry Marine,,10 days ago,The Helpdesk Support Analyst is to provide 1st / 2nd line helpdesk support and administration across the Northrop Grumman Sperry Marines global infrastructure.
244,IT ENGINEER,https://sg.indeed.com/rc/clk?jk=effa3860cf864a66&fccid=dd616958bd9ddc12&vjs=3,JIMCON ENGINEERING CO PTE. LTD.,$3500 - $4000,3 days ago,"Provide backend, system support and remote maintenance to customers.System setup, installation and maintenance.Good Knowledge on Hardware Assemble."
245,Desktop Support,https://sg.indeed.com/rc/clk?jk=38c672c0299ba86b&fccid=70631a424c0355b2&vjs=3,QUESSCORP SINGAPORE PTE. LTD.,$2300 - $3450,1 days ago,"Minimum three (3) years of EUCD Support, ICT End User Computing or Service Desk Agent experience with networking and system administration background;"
246,IT EXECUTIVE,https://sg.indeed.com/rc/clk?jk=bb3dee7bc02cba02&fccid=cb78e5d8f3c9c426&vjs=3,ANGLISS SINGAPORE PTE LTD,$2500 - $3500,4 days ago,Work with team members and Dynamics NAV vendor in delivering solutions according to business needs.Support user's day to day business activities in using…
247,Assistant IT Infrastructure Manager,https://sg.indeed.com/company/Xcellink-Pte-Ltd/jobs/Assistant-IT-Infrastructure-Manager-7648c20d01237ad1?fccid=4f8f841f0ba07e04&vjs=3,Xcellink Pte Ltd,$5000 - $7000,11 days ago,"Maintain, upgrade and monitor the company network and outlets (Firewall, Wi-Fi, Switches & VPN).Install, configure, troubleshoot ongoing usability of computers…"
248,IT Support,https://sg.indeed.com/rc/clk?jk=09eaa74507e3be82&fccid=12f7a39cc73d333f&vjs=3,Ethos BeathChapman,$4500 - $6000,10 days ago,"5-8 years of experience in a helpdesk support role with strong troubleshooting and problem solving mindset.Demonstrated ability with Active Directory, Exchange…"
249,Techforce Analyst (Desktop Support),https://sg.indeed.com/rc/clk?jk=76b229bb0313b3ff&fccid=2af2cfa0f62874dc&vjs=3,PEOPLEBANK SINGAPORE PTE. LTD.,$3000 - $3500,3 days ago,Current work arrangement is 2 days in the office and rest of the week will be WFH.Respond promptly to escalations for technical support.
250,AWM Software Engineer - Associate,https://sg.indeed.com/rc/clk?jk=6cac42e1021ea6e4&fccid=aaf3b433897ea465&vjs=3,"JPMorgan Chase Bank, N.A.",,10 days ago,"Experience with full-stack Java application development, including REST Web services, SpringBoot with minimum 7 years of experience in software development."
251,Student Intern: Machine Learning/Artificial Intelligence,https://sg.indeed.com/rc/clk?jk=f5f6db23b39fd9cc&fccid=156c7820d1988640&vjs=3,SAP,,4 days ago,Employment Type: Limited Full Time.We are looking for a highly motivated and customer-focused individual to build ML/AI related prototypes on our SAP platform.
252,VC++ Software Engineer,https://sg.indeed.com/rc/clk?jk=aeaf4a7d2300ec22&fccid=2af2cfa0f62874dc&vjs=3,PEOPLEBANK SINGAPORE PTE. LTD.,$5000 - $9000,4 days ago,"Participate in technical reviews at appropriate stages of software and application development.Design, develop and maintain Windows Applications and project…"
253,Software Engineers,https://sg.indeed.com/rc/clk?jk=aaaf81fb0cf1016f&fccid=f3f76bfb55b27e97&vjs=3,READY SOFTWARE PTE LTD,$4000 - $6000,3 days ago,"Design and develop software applications using .Enhance, improve and troubleshoot existing web applications.Provide technical support to clients."
254,Apps Development Engineer (Customer Experience),https://sg.indeed.com/rc/clk?jk=8861a10e3df52f9e&fccid=f27be6f3937ad625&vjs=3,RECRUIT EXPERT PTE. LTD.,$4000 - $6500,2 days ago,"At least 3 years of experience in software engineering and frontend development.Develop, support, and maintain the suite of software applications."
255,Software Engineer Entry ( Ang Mo Kio ) – MS011 – P7,https://sg.indeed.com/rc/clk?jk=74c22364b3af268e&fccid=bb3d64a90b2ff3fa&vjs=3,OAKTREE CONSULTING,$3500 - $5000,8 days ago,"Familiar to software development lifecycle processes.Contribute to continuous improvement of software development best practices in the areas of coding tools,…"
256,Software Engineer,https://sg.indeed.com/company/Lumitics/jobs/Software-Engineer-3a713db1a21ee21b?fccid=69f993130b3e87d9&vjs=3,Lumitics,$3500 - $4000,6 days ago,"Developing technical documentation to guide future software development projects.Troubleshooting, debugging, maintaining and improving existing software."
257,Java Software Engineer,https://sg.indeed.com/company/ASPIRE-NXT-PTE.-LTD./jobs/Java-Software-Engineer-9b6b1528eb3b2a6a?fccid=0863c51969491572&vjs=3,ASPIRE NXT PTE. LTD.,$5000 - $8000,12 days ago,"Awareness of various software development procedures.Develop high quality fully tested source code complying with deadlines, schedule and coding standards."
258,Software Engineer (IOS),https://sg.indeed.com/rc/clk?jk=afaaba90aeb4af39&fccid=c557b193e608a6dd&vjs=3,MONSTAR LAB PTE. LTD.,$6000 - $7500,3 days ago,Maintain existing mobile software systems by identifying and correcting software defects.Create new and extend existing operational documentation based on…
259,Software Tester,https://sg.indeed.com/rc/clk?jk=5aa604d2295ffb0f&fccid=3376355cceaae707&vjs=3,ZENITH INFOTECH (S) PTE LTD.,$4500 - $6000,9 days ago,"Minimum 3 years experience in Software Testing is required.Preparing the test environment, designing and developing the test cases."
260,Computer Technician,https://sg.indeed.com/rc/clk?jk=bb083be0cf265a56&fccid=0584c38c92e0eb5f&vjs=3,CHRIS HUNTER PTE. LTD.,$1800 - $2300,3 days ago,C. Perform established recover procedures should there be hardware or software failure.Work Time: Shift work : 8:30am -530pm & 330pm -12 am.
261,"Intern, Software and Data Analysis",https://sg.indeed.com/rc/clk?jk=d1f9110f1053ca3d&fccid=c5679bf29a1db253&vjs=3,Siemens Healthineers,,2 days ago,"Then come in and join our Singapore team as Intern, Software and Data Analysis to implement systems and conduct analyses of data using various methods and tools…"
262,IT Helpdesk - 8 or 12 hours shift available,https://sg.indeed.com/rc/clk?jk=086db1e7311181bb&fccid=8645cd6f9a989c48&vjs=3,PERSOLKELLY SINGAPORE PTE. LTD.,$1800 - $2500,12 days ago,Provide First Call Resolution (FCR) technical support via phone and email.Ensure calls are answered and emails are responded in a timely manner.
263,IT Manager (106),https://sg.indeed.com/rc/clk?jk=69888afda77abe13&fccid=5f9134320c3c84df&vjs=3,IT CONSULTANCY & SERVICES PTE LTD,$6000 - $7800,8 days ago,Develop company's technological and digitalisation roadmap in alignment to company’s business goals.Manage daily IT operations and provide support to company’s…
264,Desktop Support Engineer,https://sg.indeed.com/company/ESP-Global-Services/jobs/Desktop-Support-Engineer-37ac898e8380e194?fccid=715731caedc628d2&vjs=3,ESP Global Services,$2800 - $3100,4 days ago,"We are looking for people who are passionate about technology and increasing their existing knowledge, whilst delivering exceptional customer service."
265,IT DevOps Specialist,https://sg.indeed.com/rc/clk?jk=57b028c660020c23&fccid=8c960719c6b5d8c3&vjs=3,BIOTRONIK SE & Co. KG,,11 days ago,"In order to provide standardized services, he/she executes client harmonization projects throughout the region in close alignment with the Center of Expertise …"
266,"IT Engineer, Level 1 (Immediate Vacancy)",https://sg.indeed.com/rc/clk?jk=4e46630c7d0d2511&fccid=f74012740d21378a&vjs=3,RECRUITFLASH PTE. LTD.,$5000 - $8000,9 days ago,Desktop/laptop end user support.Active Directory and Domain Management.There may be After Work hours Phone support (as a contact point).
267,IT Executive,https://sg.indeed.com/rc/clk?jk=27fdae2a8bad8672&fccid=fc2578428bf86330&vjs=3,Buddha Tooth Relic Temple (Singapore),$2500 - $3300,8 days ago,Liaise with the IT infrastructure team on processes related to the systems administration and support of financial systems.Ensure data integrity and security.
268,IT Service Delivery,https://sg.indeed.com/rc/clk?jk=ef36e280b4e77889&fccid=4180254b40d0ac02&vjs=3,ANDA INSURANCE AGENCIES PTE LTD,$5000 - $9000,2 days ago,He/she will participate in projects that play an important and major role in shaping how our customers will interact with us.NET Core will be added advantage.
269,IT Executive (Senior Care Centre),https://sg.indeed.com/rc/clk?jk=c5c3becb8aaebbc2&fccid=b894572e8e5f0a1b&vjs=3,ABER CARE PTE. LTD.,$3500 - $4500,3 days ago,Conceptualising and design of software app and website development projects for the Organisation.This includes Software Applications and Websites for certain…
270,Desktop Support Engineer,https://sg.indeed.com/company/ITCAN-Pte-Ltd/jobs/Desktop-Support-Engineer-34d8a050b8a8ea6b?fccid=dac85444d99b91d5&vjs=3,ITCAN Pte Ltd,$3000 - $3800,6 days ago,"Responsible for 1st level troubleshooting in Operating system Managing and updating Windows patches for Desktops and Laptops.Job Types: Full-time, Contract."
271,IT Manager,https://sg.indeed.com/rc/clk?jk=9d780d4556c9ad68&fccid=16a06ff880a947b2&vjs=3,STRUCTO PTE. LTD.,$7000 - $8000,4 days ago,"Manage and coordinate all IT-related matters including data, wireless communications, mobile technology, telephone, security, and computer hardware and software…"
272,IT Support Engineer,https://sg.indeed.com/rc/clk?jk=20d785ce00d28ca6&fccid=dd616958bd9ddc12&vjs=3,Recruit Expert Pte Ltd,$4000 - $4000,4 days ago,"Installation and configuration of computer hardware, software, systems, networks, printers, and scanners.Monitor and maintain computer systems and networks."
273,IT Support Executive,https://sg.indeed.com/rc/clk?jk=e7f3c71558a39269&fccid=9e158f66a6df3d58&vjs=3,TRINITY ANNUAL CONFERENCE,$3200 - $4000,9 days ago,"Encompassing over 21 churches with approximately 28,600 members, TRAC oversees various programme boards in the areas of discipleship, social concerns,…"
274,IT Support Engineer L1 (MST),https://sg.indeed.com/rc/clk?jk=520370d08f24f7e2&fccid=8c174a1f329a4e51&vjs=3,NTC INTEGRATION (PTE) LTD,$2000 - $2300,10 days ago,You will be responsible for troubleshooting of Desktop & IT related issues and providing post sales Maintenance support services to clients.
275,Primary Care Coordinator / Senior Primary Care Coordinator (...,https://sg.indeed.com/rc/clk?jk=49ab3fa6f22f0606&fccid=1a228649a27be6ac&vjs=3,I-CARE PCN PTE. LTD.,$2500 - $4500,3 days ago,"We conduct mobile health screening services and nurse counselling for patients with Diabetes, Hypertension, Lipid Disorders, Asthma and Chronic Obstructive…"
276,IT Specialist (Implementation),https://sg.indeed.com/rc/clk?jk=18bf68ad46dd3cc5&fccid=a108770a4ae3a921&vjs=3,"BAXTER HEALTHCARE SA, SINGAPORE BRANCH",$3300 - $5500,13 days ago,"Identify opportunities for use of data analytics tools, industry 4.0 techniques to increase work effectiveness and efficiency."
277,IT Administrator,https://sg.indeed.com/rc/clk?jk=d1f27d6673592960&fccid=f3fe7c9099bb124f&vjs=3,FYNO PRECISION PTE. LTD.,$2400 - $3500,12 days ago,"Manage company's computer infrastructure.Upgrading and installing hardware and software, performing troubleshooting to resolve IT issues."
278,IT Support Engineer,https://sg.indeed.com/company/Good-Job-Creations-Pte-Ltd/jobs/IT-Support-Engineer-55fb3bacf7250a78?fccid=ee772c366e311477&vjs=3,Good Job Creations Pte Ltd,,2 days ago,User PC troubleshooting for Crew staff.PC setup and installation including related equipment.User PC and a software inventory check.
279,Corporate IT Engineer,https://sg.indeed.com/rc/clk?jk=c63c494988c64342&fccid=dd616958bd9ddc12&vjs=3,MAXXTRADER SYSTEMS PTE. LTD.,$7500 - $10000,9 days ago,"MaxxTrader’s corporate IT design, implementation and support.Microsoft M365 configuration and administration.Single-sign-on and multi factor authentication."
280,IT Manager (Warehouse Operations System),https://sg.indeed.com/company/Prime-Supermarket-Limited/jobs/IT-Manager-3ef78e784d1348cb?fccid=b73423f76f019cb9&vjs=3,Prime Supermarket Limited,$4500 - $6000,6 days ago,"Collaborate with internal and external stakeholders as required to provide direction on systems analysis, gathering of requirements, design, development,…"
281,Trainee Software developer for IT Fresh Graduates,https://sg.indeed.com/rc/clk?jk=b31de9692ba78591&fccid=ccd32f626fb21bb9&vjs=3,COLLABERA TECHNOLOGIES PTE. LTD.,$2500 - $3600,4 days ago,"Fresh graduate (Degree/Diploma) Diploma / Degree in Computer Science / Computer Engineering / Information Technology related field, or IT equivalent."
282,IT Engineer,https://sg.indeed.com/rc/clk?jk=fa10a8541d26e5b7&fccid=0fa352af68d840cd&vjs=3,CHASSASIA (SINGAPORE) PTE. LTD.,$2600 - $5200,3 days ago,"Provide L2/L3 expertise for incident and problem management, security incident responses and root cause analysis.Handle technical escalation to principals."
283,MNC- IT Support,https://sg.indeed.com/company/The-Resolute-Hunter-Pte-Ltd/jobs/Mnc-08f3b0dbdfa6de49?fccid=fb781724fdf88e42&vjs=3,The Resolute Hunter Pte Ltd,$2500 - $3800,11 days ago,"Provide IT support (Hardware, software, network and server).Log cases in Service Management system.Purchase and set up IT equipment."
284,IT Project Executive,https://sg.indeed.com/rc/clk?jk=0893c5596cd8bd89&fccid=9c837fd8e4030f81&vjs=3,Ceva Logistics,,4 days ago,Providing visibility to senior IT leadership on the current statuses of IT projects.Provide resource and project management analysis for active projects within…
285,Network Engineer,https://sg.indeed.com/rc/clk?jk=f4435f94398cd595&fccid=394485746e32b167&vjs=3,Stone Forest,,8 days ago,Prepare project plan and technical configuration specifications.Ensure network has been configured and set up according to project requirements /…
286,IT Set-up Assistant,https://sg.indeed.com/rc/clk?jk=a5874123c27085c2&fccid=f787429dbd23bd42&vjs=3,BOARDROOM CORPORATE & ADVISORY SERVICES PTE. LTD.,$1500 - $1500,5 days ago,To support the technical aspects and maintain equipment sufficiency for Virtual and Physical Annual General Meetings / Polling Events.GCE O-Level & above.
287,IT Analyst *Fresh Diploma Grads are Welcome*,https://sg.indeed.com/rc/clk?jk=41987b2ec75120c1&fccid=e9ed9378e31beeeb&vjs=3,BIOQUEST ADVISORY PTE. LTD.,$2000 - $3000,4 days ago,"You would gain hands on experience system design, development, testing, system documentation, deployment and support.A day in the life of our IT Analyst."
288,Assistant Manager/Manager (IT Audit),https://sg.indeed.com/rc/clk?jk=9c664f469b65b709&fccid=ca24c610a5b7bc15&vjs=3,INTEGRATED HEALTH INFORMATION SYSTEMS PTE. LTD.,$5000 - $9000,9 days ago,"Coordinate with stakeholders to comply with policies, standards and procedures.Conduct regular reviews such as user access rights reviews, audit logs reviews,…"
289,"SOC Analyst(No Exp Req, IT Security, Shift Work)",https://sg.indeed.com/rc/clk?jk=9b2da530f88742ad&fccid=bb3d64a90b2ff3fa&vjs=3,OAKTREE CONSULTING,$3900 - $6300,9 days ago,"Proactive monitoring, detection and response to known and or emerging threats.Conducting detailed & comprehensive investigation and triage on wide variety of…"
290,IT Technician,https://sg.indeed.com/rc/clk?jk=a9e2adb3892b1137&fccid=10121b5f3e96292c&vjs=3,DAY ONE PTE. LTD.,$2300 - $3500,4 days ago,"The IT/Desktop Support Administrator provides technical assistance to end users.He/She provides solutions or rectify computer problems for end users in person,…"
291,"UIUX Designer / IT / Central / Up to SGD 6,500/mth!",https://sg.indeed.com/rc/clk?jk=df17f20d8a3d614c&fccid=43400e353fc45030&vjs=3,INTEGRITY PARTNERS PTE. LTD.,$5000 - $6500,6 days ago,"My client, a leading innovator in developing top notch Healthcare related software is looking out for a creative and experienced UI/UX Designer to support their…"
292,IT Assistant Intern,https://sg.indeed.com/rc/clk?jk=18fd61acd63013c5&fccid=9050e2be8115b70d&vjs=3,Bizlink Centre Singapore,,13 days ago,"From 05 Jan 2022, For At Least 3 Months.Allowance is provided for overtime after working hours.IT Assistant – 1st Level Support."
293,IT System Analyst / Information Technology System Analyst/ I...,https://sg.indeed.com/rc/clk?jk=04f2d5e6d461e97b&fccid=2c4b4bbb6840a346&vjs=3,FOXCONN SINGAPORE PTE LTD,$2800 - $4000,9 days ago,"Perform system analysis, functional spec draft, testing and roll-out.Responsible for converting customer and internal business requirements into IT functional…"
294,IT Support Engineer (Sharepoint),https://sg.indeed.com/rc/clk?jk=c13ad8268f2db310&fccid=6dcf4a8b5998bd4e&vjs=3,COMMERCE ONLINE PTE LTD,$3000 - $6000,2 days ago,Provide on-going maintenance support for production systems/applications and 24/7 stand by support.Supported system are Microsoft Sharepoint servers and Office…
295,"IT Engineer, Storage",https://sg.indeed.com/rc/clk?jk=d566603f475dffd8&fccid=83b64124e1c175d3&vjs=3,METRO TRANSIT SOLUTIONS PTE. LTD.,$3500 - $5000,1 days ago,"IT Engineer to support customer storage projects , including delivery & change solution review, and major issue management."
296,IT Business Analyst (Compliance & Risk),https://sg.indeed.com/rc/clk?jk=98d61270376d0c5b&fccid=4e64238c89e14944&vjs=3,TANGSPAC CONSULTING PTE LTD,$7000 - $9000,3 days ago,"In a challenging and multicultural environment, we are looking for a Business Analyst to join a IT team in charge of Client Referential, Compliance, Risk or…"
297,IT Manager (Freight Forwarding ),https://sg.indeed.com/rc/clk?jk=75907d575e334519&fccid=a53274871a96e632&vjs=3,PEOPLE PROFILERS PTE. LTD.,$6000 - $7500,2 days ago,Manage the project team to provide quality support services to customers and ensure that issues and enhancements are addressed promptly and effectively.
